python3 heartbeat.py
/usr/lib/python3/dist-packages/paramiko/pkey.py:59: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "cipher": algorithms.TripleDES,
/usr/lib/python3/dist-packages/paramiko/transport.py:220: CryptographyDeprecationWarning: Blowfish has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.Blowfish and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 45.0.0.
  "class": algorithms.Blowfish,
/usr/lib/python3/dist-packages/paramiko/transport.py:244: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "class": algorithms.TripleDES,
| INFO     | heartbeat.v inferred as rtl/verilog
| INFO     | heartbeat.sdc inferred as constraint/sdc
| INFO     | Setting up node import.bluespec0 with bluespec/convert
| WARNING  | Removing import.bluespec0 due to no files in [input,hll,bsv]
| INFO     | Setting up node import.c0 with bambu/convert
| WARNING  | Removing import.c0 due to no files in [input,hll,c] or [input,hll,llvm]
| INFO     | Setting up node import.chisel0 with chisel/convert
| WARNING  | Removing import.chisel0 due to no files in [input,hll,scala] or [input,config,chisel]
| INFO     | Setting up node import.verilog0 with slang/elaborate
| INFO     | Setting up node import.vhdl0 with ghdl/convert
| WARNING  | Removing import.vhdl0 due to no files in [input,rtl,vhdl]
| INFO     | Setting up node import.convert0 with sv2v/convert
| WARNING  | Removing import.convert0 due to will not receive systemverilog to convert
| INFO     | Setting up node import.combine0 with builtin/concatenate
| WARNING  | Removing import.combine0 due to no need to concatenate file
| INFO     | Setting up node syn0 with yosys/syn_asic
| INFO     | Setting up node floorplan.init0 with openroad/init_floorplan
| INFO     | Setting up node floorplan.macro_placement0 with openroad/macro_placement
| INFO     | Setting up node floorplan.tapcell0 with openroad/endcap_tapcell_insertion
| INFO     | Setting up node floorplan.power_grid0 with openroad/power_grid
| INFO     | Setting up node floorplan.pin_placement0 with openroad/pin_placement
| INFO     | Setting up node place.global0 with openroad/global_placement
| INFO     | Setting up node place.repair_design0 with openroad/repair_design
| INFO     | Setting up node place.detailed0 with openroad/detailed_placement
| INFO     | Setting up node cts.clock_tree_synthesis0 with openroad/clock_tree_synthesis
| INFO     | Setting up node cts.repair_timing0 with openroad/repair_timing
| INFO     | Setting up node cts.fillcell0 with openroad/fillercell_insertion
| INFO     | Setting up node route.global0 with openroad/global_route
| INFO     | Setting up node route.antenna_repair0 with openroad/antenna_repair
| INFO     | Setting up node route.detailed0 with openroad/detailed_route
| INFO     | Setting up node dfm.metal_fill0 with openroad/fillmetal_insertion
| WARNING  | Removing dfm.metal_fill0 due to no fill script is available
| INFO     | Setting up node write.gds0 with klayout/export
| INFO     | Setting up node write.views0 with openroad/write_data
| INFO     | Checking manifest before running.
| INFO     | job0 | import.verilog       | 0 | Running in /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/import.verilog/0
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFFS_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFF_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DFF_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DLH_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DLH_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DLL_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "DLL_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "FILLCELL_X1" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "FILLCELL_X2" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "FILLCELL_X4" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "FILLCELL_X8" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "FILLCELL_X16" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "FILLCELL_X32" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "LOGIC0_X1" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "LOGIC1_X1" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped cell "OAI211_X1" due to dont_use attribute.
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFFRS_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFFRS_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFFR_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFFR_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFFS_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFFS_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFF_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "SDFF_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped three-state cell "TBUF_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped three-state cell "TBUF_X2".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped three-state cell "TBUF_X4".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped three-state cell "TBUF_X8".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped three-state cell "TBUF_X16".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped three-state cell "TINV_X1".
| INFO     | job0 | syn                  | 0 | ABC: Scl_LibertyReadGenlib() skipped sequential cell "TLAT_X1".
| INFO     | job0 | syn                  | 0 | ABC: Library "NangateOpenCellLibrary" from "/home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_logic_nangat
| INFO     | job0 | syn                  | 0 | e45_NangateOpenCellLibrary_typical.lib" has 86 cells (35 skipped: 21 seq; 6 tri-state; 8 no func; 13 dont_use).  Time =     0.09 sec
| INFO     | job0 | syn                  | 0 | ABC: Memory =   11.38 MB. Time =     0.09 sec
| INFO     | job0 | syn                  | 0 | ABC: Warning: Detected 2 multi-output gates (for example, "FA_X1").
| INFO     | job0 | syn                  | 0 | ABC: + read_constr -v /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_abc.constraints
| INFO     | job0 | syn                  | 0 | ABC: Setting driving cell to be "BUF_X4".
| INFO     | job0 | syn                  | 0 | ABC: Setting output load to be 3.899000.
| INFO     | job0 | syn                  | 0 | ABC: + strash
| INFO     | job0 | syn                  | 0 | ABC: + &get -n
| INFO     | job0 | syn                  | 0 | ABC: + &fraig -x
| INFO     | job0 | syn                  | 0 | ABC: + &put
| INFO     | job0 | syn                  | 0 | ABC: + scorr
| INFO     | job0 | syn                  | 0 | ABC: Warning: The network is combinational (run "fraig" or "fraig_sweep").
| INFO     | job0 | syn                  | 0 | ABC: + dc2
| INFO     | job0 | syn                  | 0 | ABC: + dretime
| INFO     | job0 | syn                  | 0 | ABC: + retime -o -D 10000
| INFO     | job0 | syn                  | 0 | ABC: + strash
| INFO     | job0 | syn                  | 0 | ABC: + &get -n
| INFO     | job0 | syn                  | 0 | ABC: + &dch -f
| INFO     | job0 | syn                  | 0 | ABC: + &nf -D 10000
| INFO     | job0 | syn                  | 0 | ABC: + &put
| INFO     | job0 | syn                  | 0 | ABC: + buffer
| INFO     | job0 | syn                  | 0 | ABC: + upsize -D 10000
| INFO     | job0 | syn                  | 0 | ABC: Current delay (146.36 ps) does not exceed the target delay (10000.00 ps). Upsizing is not performed.
| INFO     | job0 | syn                  | 0 | ABC: + dnsize -D 10000
| INFO     | job0 | syn                  | 0 | ABC: + stime -p
| INFO     | job0 | syn                  | 0 | ABC: WireLoad = "none"  Gates =     14 (  0.0 %)   Cap =  3.8 ff (  0.0 %)   Area =       19.42 (100.0 %)   Delay =   146.36 ps  ( 21.4 %)
| INFO     | job0 | syn                  | 0 | ABC: Path  0 --       2 : 0    5 pi       A =   0.00  Df =   5.0   -1.3 ps  S =   7.3 ps  Cin =  0.0 ff  Cout =   7.2 ff  Cmax =   0.0 ff  G =    0
| INFO     | job0 | syn                  | 0 | ABC: Path  1 --      24 : 4    2 AND4_X1  A =   1.60  Df =  64.3  -23.7 ps  S =  15.8 ps  Cin =  0.9 ff  Cout =   3.3 ff  Cmax =  60.3 ff  G =  355
| INFO     | job0 | syn                  | 0 | ABC: Path  2 --      29 : 4    1 NAND4_X1 A =   1.33  Df =  98.4  -32.8 ps  S =  18.0 ps  Cin =  1.6 ff  Cout =   2.6 ff  Cmax =  56.0 ff  G =  158
| INFO     | job0 | syn                  | 0 | ABC: Path  3 --      30 : 2    1 XNOR2_X1 A =   1.60  Df = 146.4  -33.7 ps  S =  28.9 ps  Cin =  2.3 ff  Cout =   3.9 ff  Cmax =  26.0 ff  G =  167
| INFO     | job0 | syn                  | 0 | ABC: Start-point = pi1 (\counter_reg [2]).  End-point = po6 ($auto$alumacc.cc:495:replace_alu$1006.Y [7]).
| INFO     | job0 | syn                  | 0 | ABC: + write_blif <abc-temp-dir>/output.blif
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 23.1.2. Re-integrating ABC results.
| INFO     | job0 | syn                  | 0 | ABC RESULTS:           AND4_X1 cells:        3
| INFO     | job0 | syn                  | 0 | ABC RESULTS:          NAND2_X1 cells:        2
| INFO     | job0 | syn                  | 0 | ABC RESULTS:          NAND3_X1 cells:        2
| INFO     | job0 | syn                  | 0 | ABC RESULTS:          NAND4_X1 cells:        1
| INFO     | job0 | syn                  | 0 | ABC RESULTS:          XNOR2_X1 cells:        5
| INFO     | job0 | syn                  | 0 | ABC RESULTS:           XOR2_X1 cells:        1
| INFO     | job0 | syn                  | 0 | ABC RESULTS:        internal signals:       15
| INFO     | job0 | syn                  | 0 | ABC RESULTS:           input signals:        9
| INFO     | job0 | syn                  | 0 | ABC RESULTS:          output signals:        7
| INFO     | job0 | syn                  | 0 | Removing temp directory.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> clean -purge
| INFO     | job0 | syn                  | 0 | Removed 0 unused cells and 31 unused wires.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> setundef -zero
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 24. Executing SETUNDEF pass (replace undef values with defined constants).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> splitnets
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 25. Executing SPLITNETS pass (splitting up multi-bit signals).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> clean -purge
| INFO     | job0 | syn                  | 0 | Removed 0 unused cells and 9 unused wires.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> hilomap -singleton -locell LOGIC0_X1 Z -hicell LOGIC1_X1 Z
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 26. Executing HILOMAP pass (mapping to constant drivers).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> insbuf -buf BUF_X1 A Z
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 27. Executing INSBUF pass (insert buffer cells for connected wires).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> echo off
| INFO     | job0 | syn                  | 0 | echo off
| INFO     | job0 | syn                  | 0 | {
| INFO     | job0 | syn                  | 0 |    "creator": "Yosys 0.54+17 (git sha1 d5a168439, g++ 13.1.0-8ubuntu1~20.04.2 -fPIC -O3)",
| INFO     | job0 | syn                  | 0 |    "invocation": "stat -json -top heartbeat -liberty /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/syn/0/inputs/sc_logic_nangate45_NangateOpenCellLibrary_typical.lib ",
| INFO     | job0 | syn                  | 0 |    "modules": {
| INFO     | job0 | syn                  | 0 |       "\\heartbeat": {
| INFO     | job0 | syn                  | 0 |          "num_wires":         36,
| INFO     | job0 | syn                  | 0 |          "num_wire_bits":     36,
| INFO     | job0 | syn                  | 0 |          "num_pub_wires":     11,
| INFO     | job0 | syn                  | 0 |          "num_pub_wire_bits": 11,
| INFO     | job0 | syn                  | 0 |          "num_ports":         3,
| INFO     | job0 | syn                  | 0 |          "num_port_bits":     3,
| INFO     | job0 | syn                  | 0 |          "num_memories":      0,
| INFO     | job0 | syn                  | 0 |          "num_memory_bits":   0,
| INFO     | job0 | syn                  | 0 |          "num_processes":     0,
| INFO     | job0 | syn                  | 0 |          "num_cells":         24,
| INFO     | job0 | syn                  | 0 |          "area":              69.958000,
| INFO     | job0 | syn                  | 0 |          "num_cells_by_type": {
| INFO     | job0 | syn                  | 0 |             "AND4_X1": 3,
| INFO     | job0 | syn                  | 0 |             "DFFR_X1": 9,
| INFO     | job0 | syn                  | 0 |             "HA_X1": 1,
| INFO     | job0 | syn                  | 0 |             "NAND2_X1": 2,
| INFO     | job0 | syn                  | 0 |             "NAND3_X1": 2,
| INFO     | job0 | syn                  | 0 |             "NAND4_X1": 1,
| INFO     | job0 | syn                  | 0 |             "XNOR2_X1": 5,
| INFO     | job0 | syn                  | 0 |             "XOR2_X1": 1
| INFO     | job0 | syn                  | 0 |          }
| INFO     | job0 | syn                  | 0 |       }
| INFO     | job0 | syn                  | 0 |    },
| INFO     | job0 | syn                  | 0 |       "design": {
| INFO     | job0 | syn                  | 0 |          "num_wires":         36,
| INFO     | job0 | syn                  | 0 |          "num_wire_bits":     36,
| INFO     | job0 | syn                  | 0 |          "num_pub_wires":     11,
| INFO     | job0 | syn                  | 0 |          "num_pub_wire_bits": 11,
| INFO     | job0 | syn                  | 0 |          "num_ports":         3,
| INFO     | job0 | syn                  | 0 |          "num_port_bits":     3,
| INFO     | job0 | syn                  | 0 |          "num_memories":      0,
| INFO     | job0 | syn                  | 0 |          "num_memory_bits":   0,
| INFO     | job0 | syn                  | 0 |          "num_processes":     0,
| INFO     | job0 | syn                  | 0 |          "num_cells":         24,
| INFO     | job0 | syn                  | 0 |          "area":              69.958000,
| INFO     | job0 | syn                  | 0 |          "num_cells_by_type": {
| INFO     | job0 | syn                  | 0 |             "AND4_X1": 3,
| INFO     | job0 | syn                  | 0 |             "DFFR_X1": 9,
| INFO     | job0 | syn                  | 0 |             "HA_X1": 1,
| INFO     | job0 | syn                  | 0 |             "NAND2_X1": 2,
| INFO     | job0 | syn                  | 0 |             "NAND3_X1": 2,
| INFO     | job0 | syn                  | 0 |             "NAND4_X1": 1,
| INFO     | job0 | syn                  | 0 |             "XNOR2_X1": 5,
| INFO     | job0 | syn                  | 0 |             "XOR2_X1": 1
| INFO     | job0 | syn                  | 0 |          }
| INFO     | job0 | syn                  | 0 |       }
| INFO     | job0 | syn                  | 0 | }
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | echo on
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> write_verilog -noexpr -nohex -nodec outputs/heartbeat.vg
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 28. Executing Verilog backend.
yosys> clean_zerowidth
| INFO     | job0 | syn                  | 0 | Dumping module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> write_json outputs/heartbeat.netlist.json
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 29. Executing JSON backend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | End of script. Logfile hash: 274f37b71c, CPU: user 0.46s system 0.04s, MEM: 102.76 MB peak
| INFO     | job0 | syn                  | 0 | Yosys 0.54+17 (git sha1 d5a168439, g++ 13.1.0-8ubuntu1~20.04.2 -fPIC -O3)
| INFO     | job0 | syn                  | 0 | Time spent: 32% 2x abc (0 sec), 13% 4x read_liberty (0 sec), ...
| WARNING  | job0 | syn                  | 0 | 1333: ABC: Warning: Detected 2 multi-output gates (for example, "FA_X1").
| WARNING  | job0 | syn                  | 0 | 1342: ABC: Warning: The network is combinational (run "fraig" or "fraig_sweep").
| INFO     | job0 | syn                  | 0 | Number of errors: 0
| INFO     | job0 | syn                  | 0 | Number of warnings: 2
| INFO     | job0 | syn                  | 0 | Finished task in 1.85s
| INFO     | job0 | floorplan.init       | 0 | Running in /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/floorplan.init/0
| ERROR    | job0 | floorplan.init       | 0 | openroad could not be found
| ERROR    | job0 | floorplan.init       | 0 | Backtrace:
| ERROR    | job0 | floorplan.init       | 0 |   File "/home/thierry/.local/lib/python3.8/site-packages/siliconcompiler/scheduler/schedulernode.py", line 588, in run
| ERROR    | job0 | floorplan.init       | 0 |     self.execute()
| ERROR    | job0 | floorplan.init       | 0 |   File "/home/thierry/.local/lib/python3.8/site-packages/siliconcompiler/scheduler/schedulernode.py", line 637, in execute
| ERROR    | job0 | floorplan.init       | 0 |     toolpath = self.__task.get_exe()
| ERROR    | job0 | floorplan.init       | 0 |   File "/home/thierry/.local/lib/python3.8/site-packages/siliconcompiler/tool.py", line 237, in get_exe

